Indice_S&P500,ETF_Preco,Dia_da_Semana,Tendencia_Mercado
3834.8953381120086,383.56379980421116,Wednesday,Bear
3863.043939516441,387.2225480317994,Monday,Bull
3857.3903892639064,385.808872715635,Friday,Bear
3884.869430491289,387.60434612378765,Friday,Bear
3884.9146920017574,389.2152712266229,Tuesday,Sideways
3883.7743400158884,387.80654465438477,Wednesday,Bear
3883.833703925702,388.75657146942154,Friday,Sideways
3881.0584922622456,387.87133532435075,Friday,Bull
3843.751219233904,384.7686126560123,Wednesday,Bull
3818.1814511474895,381.7271346973368,Monday,Bull
3801.1375360450793,379.61206324564296,Tuesday,Sideways
3756.537803934316,375.1853193378955,Monday,Bull
3757.037563106399,375.23162101042124,Tuesday,Bear
3753.304233100527,374.96666268462553,Tuesday,Bear
3746.5515865753523,375.6879017261786,Tuesday,Sideways
3748.538003592584,374.9218310060116,Monday,Bear
3748.871212513175,374.98802818323253,Friday,Bear
3753.631732152291,375.9985506674686,Friday,Bear
3742.3455194864155,373.73281468128584,Wednesday,Bull
3722.899642379163,371.92379533279217,Tuesday,Bull
3724.3267340326447,372.1086773467419,Tuesday,Bear
3717.9710075334933,371.4043400341875,Monday,Sideways
3700.181254059556,370.8854909975524,Thursday,Sideways
3694.6993241694067,369.24685548722454,Friday,Sideways
3675.6339785567066,366.9434376915277,Monday,Bull
3699.4265426330553,369.796761040107,Monday,Sideways
3709.827402510804,370.652670615659,Wednesday,Sideways
3680.456183997686,367.49971956730076,Friday,Sideways
3678.434164317836,368.1258448881447,Thursday,Sideways
3655.324923949547,364.56022225380696,Monday,Bear
3686.025633476779,368.7345289595031,Wednesday,Bull
3665.0706433024798,367.2764411599996,Wednesday,Sideways
3648.6130635328823,366.0598428869052,Tuesday,Bear
3645.0323704931625,365.2813412348079,Friday,Sideways
3623.596367016438,362.2582952902816,Monday,Bull
3637.831438664017,363.72869073558263,Thursday,Bull
3637.5404748745796,364.32164832119213,Tuesday,Sideways
3650.9594404609797,365.60084081724324,Monday,Bear
3662.354837258733,365.77877337845416,Tuesday,Sideways
3639.8890315424856,362.8742736877043,Friday,Bear
3621.9807418906066,361.9667090322396,Wednesday,Bear
3641.424680686592,364.9565718865529,Tuesday,Bear
3655.708815077821,365.53293162425786,Friday,Bull
3637.4500031182056,363.0477339541599,Wednesday,Sideways
3635.0910256075786,363.11910340940153,Wednesday,Sideways
3612.4772482036124,361.5970402055108,Tuesday,Sideways
3614.095510165712,361.6460077488954,Wednesday,Sideways
3625.301344992199,362.39390859483444,Monday,Bull
3631.746491530138,363.2670455307706,Tuesday,Sideways
3610.52084771735,360.8825930056886,Tuesday,Bull
3600.9094488721917,360.01978873345143,Friday,Bull
3612.6038434271472,360.53586137878574,Monday,Sideways
3606.0320296819145,359.9418447180107,Thursday,Bull
3637.153927201113,363.35994150881186,Tuesday,Bear
3632.004461968376,362.8973541417827,Friday,Sideways
3622.755021393128,361.7393810031232,Thursday,Sideways
3634.202776084028,363.69300462326424,Thursday,Bull
3637.0965339613776,363.97923961877615,Friday,Bear
3631.869650001592,363.78637696941763,Tuesday,Bull
3666.349459112297,366.59652574137715,Thursday,Bull
3663.871315822686,366.0404376567134,Friday,Sideways
3670.865806348044,366.6130926085093,Wednesday,Bull
3674.9156149275104,366.357251511628,Monday,Bear
3670.118149220739,367.11860997248897,Tuesday,Sideways
3652.90202522259,364.65767367524967,Friday,Bear
3678.4563850444006,368.32748693688944,Thursday,Bear
3667.624123493564,367.0215841069344,Wednesday,Sideways
3684.0294232384454,368.69795538700214,Monday,Bear
3680.586656939846,368.6242562894447,Wednesday,Bull
3680.4531769904643,367.9907807177626,Thursday,Bear
3672.3052068643565,367.2014376278594,Friday,Bull
3683.601139679736,367.9388559717367,Monday,Sideways
3659.459556237142,365.56948282156793,Thursday,Bear
3688.608490188652,368.6195663615845,Friday,Sideways
3666.8969485038583,366.95196877350315,Friday,Sideways
3668.850675334149,366.7527756932327,Tuesday,Sideways
3683.0910883040638,368.4856114221371,Monday,Sideways
3652.8632575472257,365.39823781426793,Tuesday,Bull
3651.670148743214,364.98091537927075,Thursday,Bear
3656.185890700035,366.94229856464506,Tuesday,Sideways
3630.9123912747573,363.1578842484895,Monday,Sideways
3634.248253416439,363.8298742753435,Friday,Sideways
3623.9744273877304,361.36421587688056,Friday,Sideways
3622.081409632027,362.04393692350686,Friday,Bear
3651.935514378338,365.336275935107,Wednesday,Bull
3659.7804814461497,366.43441227395243,Monday,Sideways
3659.5353004047874,365.51083244186304,Wednesday,Bear
3653.2980553671778,365.66125214426785,Monday,Sideways
3632.9205113157805,362.5180124260574,Monday,Sideways
3625.2040629452486,362.2424690817517,Wednesday,Bear
3621.9631611451996,362.0916167243982,Thursday,Bull
3628.2988644515294,363.7498219127445,Thursday,Sideways
3611.888220486046,361.1828041646435,Wednesday,Bull
3630.4418387638993,363.81630865717415,Monday,Sideways
3626.9875685874927,361.6061799571203,Monday,Bear
3616.4212955914672,361.18950273875714,Tuesday,Bear
3607.55066877519,360.8615998370671,Tuesday,Bull
3618.6055963104627,361.37770179982266,Thursday,Bull
3625.1436050981865,363.0191053957529,Tuesday,Sideways
3651.783508880788,364.6722452777058,Monday,Sideways
3659.479624563383,366.4004888878047,Tuesday,Sideways
3677.037529307605,367.2472582694526,Monday,Bull
3708.203212791358,370.59513711762827,Friday,Bear
3701.3643825031477,370.6567969979559,Monday,Sideways
3711.101976411968,370.73243509655447,Wednesday,Sideways
3708.4802530951956,371.06023443365865,Friday,Bear
3723.739218243963,372.4071439755619,Friday,Sideways
3714.7394725712297,371.4299495543722,Wednesday,Sideways
3738.381973436018,374.81541238805323,Monday,Bull
3747.448326514856,375.0288043423106,Tuesday,Bull
3733.8428702526453,373.33346803807365,Friday,Sideways
3742.7232192930514,374.30694741022245,Wednesday,Sideways
3736.1672530582778,373.03592433246365,Thursday,Bear
3737.6938896528172,373.93290204354537,Tuesday,Bear
3757.3190920524794,376.0155759155302,Tuesday,Bear
3778.133119223608,378.2641080515545,Wednesday,Sideways
3752.1022520136116,376.1487966366801,Thursday,Bear
3756.4279133170216,375.85809796926924,Thursday,Bear
3751.341631817876,374.53877105435754,Monday,Bull
3759.2521688102424,376.03832294659475,Friday,Bear
3753.6376255540263,375.0791042702447,Monday,Bull
3760.7940100152914,375.71327064666076,Monday,Sideways
3739.347570081748,373.57888621541645,Thursday,Bull
3745.463167956396,374.5747528762527,Monday,Sideways
3733.038962065212,372.8921467707046,Wednesday,Bear
3739.390821292777,374.09240005556705,Friday,Bear
3736.998060817727,372.78286921412905,Monday,Bull
3755.614292125676,374.1153090098851,Thursday,Sideways
3780.5673367867357,377.9774380186182,Wednesday,Bear
3770.6382710628473,376.2980261947368,Wednesday,Bear
3822.616678290037,381.9726946955078,Thursday,Bull
3828.4882575791157,381.89587298948834,Friday,Bull
3833.3969378737625,382.33522247899515,Tuesday,Bull
3828.7267319652324,382.9921211880381,Monday,Bull
3807.3568981350368,380.4814633709276,Tuesday,Bear
3797.9838153549185,379.77425068359395,Friday,Bull
3796.333884416106,379.61587491651613,Monday,Bull
3810.6282758359844,380.69917413074097,Tuesday,Bull
3795.8778361813406,380.3469646530972,Monday,Bull
3779.459478337105,378.1264605418832,Monday,Bear
3775.839247093825,378.8724135488981,Friday,Bear
3766.912539506475,377.4849145718839,Thursday,Bear
3752.1703610847403,375.56087491655154,Tuesday,Sideways
3753.4938101011226,375.34027483655996,Wednesday,Bull
3744.4524195537665,374.15045092141713,Thursday,Bull
3761.3357513485057,375.7684919947382,Friday,Bull
3775.2415508305094,377.5913464887728,Wednesday,Bull
3741.2041959102153,374.60619637264625,Tuesday,Bull
3735.981636344218,373.06897391306086,Monday,Sideways
3733.521255304077,373.33782276726583,Wednesday,Bear
3751.7699641595505,374.550857658901,Wednesday,Bull
3742.3671555886262,374.29001437001233,Wednesday,Bear
3738.243058470282,374.0954345136217,Thursday,Bull
3755.454920047992,376.0411014302005,Thursday,Bear
3772.854454659118,377.4290519590109,Monday,Bear
3783.387222239515,378.0207373146309,Monday,Sideways
3764.1286500803,376.2236136067504,Thursday,Bear
3786.963266598465,378.7044880940169,Thursday,Sideways
3784.263816833728,378.3215877071448,Thursday,Bear
3778.6216063194893,378.0228827675961,Wednesday,Bear
3785.526844479414,378.6694441325497,Tuesday,Sideways
3807.358166390481,381.24329278342174,Wednesday,Bear
3810.9807697086126,380.41540534994976,Monday,Bear
3810.415769649654,381.1798424920109,Wednesday,Sideways
3822.888765098231,381.8112685679117,Tuesday,Bear
3857.379307129565,385.60767440255773,Tuesday,Bull
3843.2852704836837,383.66478155700275,Wednesday,Bull
3844.9626091618165,384.514914744109,Friday,Bull
3883.0540896584885,387.5790886288933,Friday,Sideways
3889.1080658898686,388.4970057202369,Wednesday,Bull
3860.835550080075,387.22965183091304,Monday,Bull
3879.9973305580484,388.313676895028,Monday,Sideways
3873.3135066009495,387.8077032818496,Tuesday,Bear
3854.2587360170673,385.01105973240175,Thursday,Bear
3863.791253539999,386.9593585394361,Tuesday,Sideways
3859.3147184736144,385.77570929461535,Tuesday,Bull
3853.2803696496567,385.05834145355567,Thursday,Sideways
3845.2307632474717,384.7932927024307,Monday,Bear
3857.577629272469,385.82811045548056,Friday,Sideways
3857.955507821587,386.41468198872684,Friday,Bull
3880.718549746901,387.4290680444832,Wednesday,Bull
3886.262717007007,388.23605461094394,Thursday,Bear
3879.0532345744737,387.67223739425475,Tuesday,Sideways
3894.6882257197935,389.5172927436386,Tuesday,Sideways
3911.1713655182966,390.8880213526917,Monday,Sideways
3879.1777099096807,387.87808783294025,Friday,Bull
3890.5657748807103,388.8974348312633,Thursday,Bear
3886.2880618288696,389.0885780057659,Tuesday,Bull
3893.4942329979426,389.0688346284344,Wednesday,Sideways
3900.514243320984,389.8463683274943,Friday,Bear
3941.149272531473,394.1489901072652,Wednesday,Bull
3971.4355642824207,397.0940968680616,Monday,Bull
3982.64661555602,398.38429148603933,Thursday,Bear
3973.8009867548044,396.74635067840074,Friday,Sideways
3961.599614386152,396.20574706075985,Monday,Sideways
3958.9461614209845,395.8099396332832,Wednesday,Bear
3966.5518739506288,396.212338447965,Wednesday,Bull
3962.55020148707,395.43221616639585,Friday,Bear
3949.7092711571017,395.05582587527664,Monday,Sideways
3973.098994010438,397.2409700528783,Wednesday,Bull
3956.708661041014,395.63511904522875,Tuesday,Bull
3968.0792985135004,396.61481989860545,Friday,Bear
3950.08769897148,395.68124503312015,Friday,Bull
3952.733256143806,394.732696328773,Monday,Sideways
3939.5972935198242,393.9281899536299,Thursday,Bull
3941.3614203638226,393.88436179337833,Friday,Bull
3926.9888953301024,391.6734366514856,Monday,Sideways
3898.7721755959815,389.92084654997427,Monday,Bull
3901.507316508287,389.4860088419306,Monday,Bull
3893.279932304159,389.70618167437965,Monday,Sideways
3892.490407757572,389.66118537650954,Monday,Bear
3940.0912656170017,394.19896317270036,Thursday,Sideways
3990.1043183809634,399.2725436640732,Tuesday,Bull
4014.1548983261982,401.18913318506134,Monday,Bull
4029.3483417905236,403.278630572428,Tuesday,Sideways
4057.0161898843585,406.15999246419983,Thursday,Sideways
4051.974035457204,405.7572615965597,Wednesday,Bear
4059.455292789268,406.5773016970921,Tuesday,Sideways
4043.28790163326,403.6007373645613,Tuesday,Sideways
4051.9419125324052,405.35483472269993,Monday,Sideways
4053.239785261519,404.1054651764449,Thursday,Bull
4058.996617987247,406.3863486541898,Friday,Sideways
4079.0175793531544,407.5805173719405,Friday,Bull
4104.094447182374,410.5558610000233,Thursday,Bull
4099.399331208738,409.70794248986584,Wednesday,Bear
4101.252620646518,410.3186288847535,Thursday,Sideways
4124.468557188901,412.7831039401568,Thursday,Bear
4122.850219536943,411.73953397718685,Monday,Bear
4137.901182895264,413.5266165794271,Friday,Bear
4151.216259607658,414.9694245378011,Thursday,Bull
4152.546006466261,415.64000986331433,Monday,Bull
4132.677335027158,413.1498580177817,Monday,Bear
4136.253104705983,413.5364190080114,Tuesday,Bear
4154.203026607783,416.5646203064449,Friday,Sideways
4147.230388053705,413.45856504992815,Friday,Sideways
4130.180297384319,413.30190651548,Monday,Bull
4133.907716757529,413.4275479512001,Thursday,Bear
4139.168108973499,414.2909729907118,Thursday,Bull
4137.186958252801,414.1760241468357,Wednesday,Bull
4129.3022803305685,413.55634381437056,Monday,Bear
4120.528940343669,411.6105297337476,Thursday,Bear
4106.590232375148,411.24682797788796,Monday,Bear
4112.566478669293,411.496495971158,Tuesday,Bull
4092.2278608353336,408.9278023665003,Wednesday,Bull
4066.55411503857,407.08649596310613,Wednesday,Sideways
4068.933093983991,406.1569808352763,Monday,Bear
4100.920394916426,410.4181945908249,Thursday,Sideways
4141.740399064423,414.098194923803,Friday,Bear
4112.147438343248,411.8863622758854,Wednesday,Bull
4120.244632128118,411.6947211815803,Monday,Bear
4128.392229829605,412.6346900864082,Friday,Sideways
4142.848397795764,414.1155495383816,Monday,Sideways
4161.654289809716,415.9671196382788,Friday,Bear
4158.352331353196,415.1061122121763,Tuesday,Sideways
4154.568280746492,415.4513747785652,Monday,Bull
4154.718837837618,415.08859729592444,Wednesday,Sideways
4161.923163571897,416.61340260235096,Tuesday,Bear
4132.568650288251,413.65280462953405,Tuesday,Bear
4124.1013804136355,411.75132417869423,Wednesday,Bull
4106.652843080926,410.6718608263716,Friday,Bear
4106.335206466418,410.71013566049845,Wednesday,Bull
4111.301281705635,410.7369306553576,Thursday,Sideways
4105.803837963929,411.2644364059602,Tuesday,Bull
4118.710969067502,411.87310130451704,Monday,Sideways
4115.0120095744915,411.72779805962915,Monday,Sideways
4137.370006033502,413.53381125838456,Monday,Sideways
4131.379135378348,413.47997328249824,Monday,Sideways
4136.2572297631,415.06770760219797,Wednesday,Bear
4126.443016955981,412.3502073080282,Tuesday,Sideways
4126.156175686496,412.7982302722376,Monday,Sideways
4141.050300426556,414.26658479335,Wednesday,Bull
4139.106352041351,414.20183733647195,Wednesday,Bull
4136.543895926039,413.65016084950395,Wednesday,Bear
4148.4003172831235,413.9782060114087,Monday,Bull
4164.777555891355,415.964986961752,Thursday,Bull
4158.701306932546,416.137594490129,Monday,Sideways
4166.747965985568,415.84978400114466,Monday,Bear
4134.77824608579,413.8122982631111,Thursday,Bear
4138.724396427289,414.0126007944808,Wednesday,Sideways
4119.658526644876,412.1672114208198,Tuesday,Sideways
4133.595028344326,413.6570985917694,Wednesday,Sideways
4104.62383549039,410.43993608796643,Friday,Bear
4104.987065599451,410.8213797814862,Tuesday,Bull
4086.781692509273,408.1144396759809,Wednesday,Bull
4089.603746865112,409.0726318968776,Tuesday,Bull
4081.0197883770006,408.1548343128048,Thursday,Bear
4122.196557848627,411.7189823928409,Wednesday,Sideways
4124.070867538877,412.31399593161626,Thursday,Sideways
4108.092175216561,411.8081932805405,Wednesday,Bear
4117.137980685112,412.0000764443098,Friday,Bull
4101.215966131287,409.4372385125934,Wednesday,Bear
4078.4695086954825,407.26809084648517,Tuesday,Bear
4083.4087462749053,408.87378774238687,Monday,Bull
4053.654432132843,404.5379448136661,Thursday,Bear
4056.1614838884043,406.35471607998426,Tuesday,Bear
4053.4780738956233,404.8813769184953,Monday,Sideways
4071.151661283628,407.1803765869897,Monday,Sideways
4064.500541492778,406.43453980049236,Thursday,Bear
4075.5848500041775,407.5146431305049,Tuesday,Bull
4073.26212318166,407.63509205355416,Tuesday,Bull
4071.971288531072,408.6400047508033,Wednesday,Sideways
4066.9349359532257,407.57340414550305,Wednesday,Bull
4064.8854952639895,407.0342149801635,Wednesday,Sideways
4066.2771416385,405.5209838601544,Thursday,Sideways
4069.1229235181936,406.90030197087003,Friday,Bear
4038.3928446791324,404.457911224257,Tuesday,Bull
4050.1496358518393,404.7868675521135,Monday,Sideways
4046.654867428147,405.7278594425713,Thursday,Bull
4028.8886960169884,403.00924074399296,Wednesday,Bull
4025.9217366630705,402.562851709987,Wednesday,Bull
4013.101644823877,400.873164522414,Wednesday,Sideways
4013.4556072618557,401.28416787605335,Monday,Bull
4010.898760235711,401.5457743047278,Friday,Bull
3994.8537662361086,399.43164456623947,Wednesday,Bear
3998.2413474226696,399.4603993249646,Wednesday,Bear
3985.226454947174,399.3205269453576,Tuesday,Bear
3991.50268352974,399.64414186664425,Tuesday,Sideways
3956.9238112499843,395.4483256165402,Friday,Sideways
3959.356145246415,396.2504619274567,Tuesday,Bear
3950.673528432207,394.8406529940052,Thursday,Bear
3944.6842589140456,394.7729756871196,Monday,Bull
3967.00267539605,396.2741430642758,Thursday,Sideways
3961.635422610771,396.13626744641954,Thursday,Bull
3966.981886020082,397.243585915679,Friday,Bull
3982.451118972112,397.32194108993434,Friday,Bear
4005.289265364269,400.32270962561995,Wednesday,Bear
3990.0420486815597,398.79647185340013,Friday,Sideways
4006.968269959549,400.0459487013451,Thursday,Bull
3993.0595409690327,398.7379046096333,Tuesday,Bear
3975.167970223595,396.61797823327544,Monday,Bull
3995.7908614866933,399.2483076769243,Friday,Sideways
3985.242307220701,399.79887357145697,Tuesday,Sideways
3988.905413282641,398.07170351619556,Thursday,Bull
4004.390601944326,400.4422190253413,Tuesday,Sideways
4028.6447004771717,403.1353263733543,Friday,Bull
4027.822246918281,402.716174672633,Thursday,Sideways
4024.102076694201,402.22083952019176,Wednesday,Sideways
4018.151202446254,402.78543164695935,Wednesday,Bear
4017.647997036174,401.24386251807186,Friday,Bear
4033.1417677249146,403.1713798828273,Monday,Bear
4003.2944341258403,400.02998209968797,Thursday,Bull
3999.1239283691884,399.72122264789584,Tuesday,Bear
4010.6093597608174,400.5679455702943,Friday,Sideways
4021.771603280857,401.4949220420803,Wednesday,Sideways
3995.923703421377,399.18060363013683,Wednesday,Bear
4011.3795898160733,400.2972655738324,Monday,Bull
4012.2753113764675,400.76942116806157,Monday,Bull
3998.262073813121,400.098021347447,Tuesday,Bull
3982.325456759794,398.9949769762536,Thursday,Bear
3972.883768850354,397.8870855589334,Thursday,Sideways
3968.349502477429,396.22369759904456,Tuesday,Sideways
3983.944085900717,397.38252682506135,Monday,Bear
3969.9795411091277,397.02480998474584,Friday,Bull
3950.815104899524,394.81336530874086,Monday,Bear
3936.650304510439,393.7186017186804,Tuesday,Bull
3931.8681931660335,393.4943954092997,Tuesday,Bull
3900.60412991271,390.51294571147156,Tuesday,Bear
3919.6588030830976,392.7921731290092,Thursday,Sideways
3920.121969377807,391.5907870939808,Friday,Bear
3929.9196071599567,392.96025805531866,Thursday,Bull
3938.294810694217,394.07400787036676,Thursday,Sideways
3940.3407737431185,394.38634508821457,Monday,Bull
3935.2806975760677,392.9922019738128,Friday,Sideways
3915.2232218127906,391.7292015054858,Monday,Bear
3909.0508575273548,390.73257311571683,Tuesday,Bear
3907.4342146179074,391.36351637089683,Tuesday,Bear
3915.277975065172,391.57951201542534,Friday,Bear
3929.620224744896,391.89109666728785,Friday,Bear
3947.6700336344265,394.4251782926019,Wednesday,Sideways
3933.0265608071127,392.712257066916,Monday,Sideways
3931.899272250829,393.7804283059916,Thursday,Bear
3937.191370993476,393.18610947026656,Tuesday,Bull
3937.9269329166964,393.4211703305122,Thursday,Bull
3957.2171949232206,395.27875686756573,Wednesday,Bear
3953.2088154019348,395.07297237262213,Wednesday,Sideways
3973.072385733379,397.5709324171523,Friday,Bear
3969.0585069067693,396.75497499323353,Friday,Bull
3962.0174135664497,396.37956355110833,Wednesday,Sideways
3940.6310693447545,394.72717299104727,Wednesday,Bear
3952.7134509369585,395.3903822221717,Thursday,Sideways
3973.034988034815,397.3894282160666,Thursday,Bull
3985.4183757568203,399.1002216990865,Wednesday,Bear
3981.5380318997477,398.14695876237073,Friday,Sideways
3992.900524766095,399.93150735491673,Thursday,Sideways
3982.3336892196094,397.6683833990524,Wednesday,Sideways
4000.503466830384,400.4297074050829,Wednesday,Sideways
3972.869954219865,396.73769330420146,Tuesday,Bear
3967.346270757952,396.583175051599,Monday,Bear
3944.126382306801,395.16244351153233,Tuesday,Bull
3937.3512982470356,393.8082010957701,Thursday,Bull
3920.2881622671994,392.980524434816,Thursday,Bear
3918.2500109830416,391.6718979011193,Thursday,Bull
3927.765697389878,392.548037069456,Monday,Bull
3927.5623286194214,391.5619258251001,Monday,Bear
3933.2007810293408,392.8891785129812,Monday,Sideways
3929.652045736444,392.6980076559929,Monday,Bear
3944.3391657771376,393.8026144349757,Wednesday,Sideways
3960.745388746766,395.56293945406685,Tuesday,Bear
3939.9910564032543,394.26833864594624,Monday,Sideways
3955.14306464624,396.3725578517416,Tuesday,Sideways
3968.233011539718,396.9128631063217,Monday,Sideways
3983.797196566954,398.151735481673,Tuesday,Sideways
3988.335412091487,398.9968870586986,Monday,Bear
3968.863649872072,397.22734742921386,Monday,Bear
3981.581605643946,397.78916621085375,Tuesday,Bear
3977.5484596534216,398.4180183855068,Thursday,Bull
3982.0782045335113,398.6713222153496,Wednesday,Bull
3947.999622054246,394.90650832954987,Friday,Bear
3959.3636968690344,396.6005362329725,Wednesday,Bear
